u,g,r,i,z,redshift
19.20809,18.11761,17.49767,17.09842,16.88469,0.08073085
24.44385,21.60768,21.27736,21.00416,20.76878,-0.0003755809
16.13163,14.96892,14.50101,14.25203,14.06188,0.01969696
21.62472,20.41064,19.89097,19.70465,19.62368,-0.0002965312
20.79112,18.3696,17.17065,16.66107,16.24825,0.0002301542
19.83781,18.52136,17.8134,17.38663,17.0764,0.1528204
20.92068,18.76567,17.40475,16.87863,16.47021,0.1763881
19.02253,17.80225,17.25302,17.03252,16.92501,0.0002786878
22.26139,20.12635,18.53226,17.94275,17.61388,0.2945708
23.42973,22.03643,20.3343,19.4216,18.93887,0.5240791
21.45874,20.61452,20.32852,20.34245,19.99861,-0.0001241468
23.20598,23.44019,23.19618,22.01723,22.15063,2.051583
19.00766,17.79304,17.33728,17.16778,17.09632,6.486686e-05
25.10471,21.95104,20.35602,19.28492,18.80619,0.5629846
20.49764,18.43667,17.18448,16.70379,16.23589,0.1380256
22.00563,20.08323,18.98422,18.51847,18.25894,0.183099
19.40448,18.27393,17.85946,17.71594,17.6706,-0.0003715358
26.48948,23.16574,21.03412,19.95936,19.23214,0.7520909
23.80532,20.72516,19.23625,18.07725,17.44209,-1.190848e-05
19.29539,17.40516,16.70463,16.44409,16.37746,-4.956993e-07
25.04048,22.44908,20.84189,20.70483,20.78974,3.681301
21.95991,21.31801,20.19483,19.58694,19.24754,2.104238
23.46126,22.24162,20.7007,19.76683,19.262,0.4883829
20.03177,19.71308,19.49816,19.26183,19.36672,1.470101
23.53945,22.5357,20.66753,19.72177,19.21204,0.6166118
21.16464,18.86293,17.42999,16.90643,16.59715,0.2226947
22.86838,21.70371,20.29219,19.45153,19.10851,0.500343
23.84296,21.54899,20.01275,19.20456,18.86505,0.4250839
23.96205,22.5655,21.58856,21.1557,20.7553,0.7366717
22.54311,21.34215,20.00416,19.39884,18.94566,-0.0003036066
24.32462,22.28251,21.68585,21.36803,20.88428,-6.667321e-05
20.01354,19.49611,18.88362,18.63274,18.57357,1.222036
18.78853,17.83906,17.52837,17.43718,17.44233,-0.0009209355
21.03431,20.82405,20.2321,20.23092,20.16095,1.394046
22.14922,21.83337,21.82157,21.57534,21.28523,2.16769
26.44689,22.1566,20.43817,19.40959,19.10398,0.5553434
21.45085,19.95976,18.50088,17.92877,17.55094,0.247706
25.95969,22.65095,21.75093,20.88427,20.6146,0.7619871
23.10796,22.21754,21.5316,22.07891,19.94902,1.288676
25.24017,22.72488,21.18456,19.22162,18.08441,0.0001530178
16.85624,15.87595,15.56398,15.44367,15.40878,0.0004317512
20.59243,18.6701,17.58698,17.17045,16.86407,0.1782948
24.26353,21.64184,20.3778,19.54544,19.1003,0.499168
23.70347,21.72635,21.87121,21.55527,22.00313,0.0001622549
18.81701,17.58083,17.02033,16.64667,16.44152,0.06736444
23.15613,22.55842,22.13265,21.11483,20.42287,0.841309
15.58935,13.64429,12.76823,12.36223,12.03035,0.0270165
23.92099,22.20299,21.872,21.3938,20.78947,-0.0004891448
18.64893,18.35369,18.33698,18.20926,18.02756,0.4399604
20.56801,20.3878,20.27324,20.1474,19.93315,2.15128
21.56225,21.19632,21.14902,20.84972,20.77285,1.672391
24.01502,22.4166,20.84887,19.78749,19.3311,0.5902879
22.96822,21.39185,21.39331,21.09698,21.33288,2.738812
19.53493,18.07705,17.21209,16.76187,16.44338,0.1474127
20.43027,19.74937,19.57653,19.54378,19.23723,2.219018
20.7314,18.7969,17.51833,16.97834,16.61481,0.1710167
19.58532,18.95605,18.30489,17.74441,17.4562,1.926481
23.40944,21.40703,19.56812,18.83607,18.32911,0.410771
22.49387,20.97068,19.25246,18.53488,18.20963,0.4327975
22.96693,22.91687,22.14434,21.659,21.4498,0.9061925
20.02996,19.81755,19.81661,19.78289,19.53574,0.7274686
20.08074,18.2455,17.23247,16.79171,16.44556,0.112716
17.43494,16.19635,15.75451,15.60284,15.48615,-0.000174233
23.05823,22.05204,22.13708,21.90195,21.88471,0.06981183
19.62809,18.0544,17.24956,16.84887,16.56011,0.09287571
24.17958,21.70407,19.888,19.09317,18.74648,0.4284809
23.92222,23.23858,20.93917,19.74475,19.87337,0.5809001
19.55881,17.79946,16.82606,16.35897,16.01728,0.1119877
24.50962,23.37645,21.51266,20.47072,19.70752,0.7291254
20.25167,19.6286,19.54856,19.3384,19.30975,0.6554177
23.21964,22.24585,21.0187,20.00986,19.7586,0.5279843
20.78153,19.84348,19.63663,19.53554,19.497,-0.0002660168
18.66725,18.31861,18.09552,18.12488,17.95727,0.9008714
19.54211,17.68417,16.81853,16.39525,16.08598,0.04503428
25.25172,21.79563,20.082,19.36767,19.08402,0.4277184
19.79233,19.05869,19.36112,19.57706,19.76597,-0.0005340785
24.05303,24.45402,21.68915,20.512,19.84785,0.7865665
21.94563,21.66816,21.35033,21.42742,21.23979,1.353161
20.83344,18.68008,17.5766,17.09611,16.73092,0.1224775
22.73082,22.0517,21.367,21.29508,21.19897,6.370862
22.14927,20.61065,18.92969,18.25143,17.88192,0.3884422
22.19397,22.28764,21.53659,21.56169,21.03313,0.2932033
25.3452,25.30505,21.68365,20.54839,19.77149,0.7403986
18.79067,18.72991,18.89601,19.10432,19.31419,1.231778
21.99729,20.93359,19.22294,18.5896,18.3862,0.3213922
18.94254,17.73507,17.2816,17.003,16.84288,0.04857539
21.95539,21.26315,20.14325,19.34213,19.10472,0.5689253
23.96722,22.90394,22.01126,20.81828,19.85028,-0.0001933865
15.55821,14.35802,13.91166,13.74679,13.69824,5.442247e-05
17.62908,16.26188,15.64616,15.32114,15.09061,0.03947616
22.80155,21.32209,20.0834,19.4046,19.02985,0.0001066773
20.90261,19.78351,19.3643,19.22458,18.77288,-3.827644e-05
20.53888,18.3945,17.34507,16.92804,16.55219,0.116818
22.48792,20.31827,18.55124,17.77339,17.35848,0.446929
18.82648,17.19289,16.32351,15.86566,15.5031,0.08156741
20.35369,19.35102,19.11238,18.9569,18.61934,2.540455
16.83463,15.17861,14.64436,14.46079,14.40374,-0.0002449792
22.30672,21.76528,21.70914,21.67998,21.66757,-0.0007278582
20.38558,20.34135,19.20179,18.31512,17.70392,0.7557345
22.73832,20.64743,18.94338,18.34011,18.0161,0.3136193
19.52802,18.11528,17.49787,17.16776,16.93204,0.05902827
21.08064,18.72179,17.66814,17.24701,16.89296,0.1355149
25.81556,22.55881,21.11992,19.9045,19.48599,0.561169
23.72447,21.71044,20.17066,19.20457,18.73974,0.5239347
24.52673,21.21421,19.49647,18.67622,18.33493,0.4514978
19.48938,17.52411,16.59116,16.17037,15.83355,0.08179151
21.90981,19.44668,18.03203,17.52798,17.17957,0.2267219
24.0553,22.39608,20.81698,19.5239,18.88745,0.7435901
22.33154,20.46541,18.68501,18.05082,17.60475,0.3574682
24.72596,22.15519,20.02945,19.08024,18.64232,0.529585
22.90727,22.77103,21.26562,20.45152,19.65767,0.4869388
22.4179,21.70704,21.31908,21.19355,21.25168,1.008953
19.18985,17.8917,17.44497,17.1526,17.10248,0.07390844
18.41468,17.35965,17.02025,16.88828,16.86092,-0.0004330524
18.99655,17.86052,17.25065,16.85453,16.62776,0.07734098
19.63029,17.53149,16.52034,16.09807,15.77806,0.1133777
20.62036,19.49127,19.00348,18.85722,18.74946,-2.039606e-05
21.12344,21.22907,21.12411,20.8729,20.84572,1.569578
23.9852,22.19725,20.30147,19.40398,18.88502,0.4446141
27.42409,24.67217,21.63022,20.2874,19.10696,0.8570044
21.60193,21.16762,20.93542,20.70092,20.7158,0.4998536
19.29083,17.81344,16.96514,16.50773,16.18286,0.09428202
21.36968,18.70053,17.54062,17.13503,16.88945,1.844045e-05
24.85625,22.76852,21.37212,20.2613,19.8609,0.5984576
26.044,20.61752,18.82837,18.22195,17.74904,0.39412
20.53188,19.39446,18.84363,18.73012,18.7046,0.3116694
25.92731,22.27938,21.30407,20.29018,19.46056,0.8054358
20.69579,20.58349,20.18952,20.13762,20.24152,1.351439
20.75898,20.69398,20.39435,20.48715,20.58384,1.082016
25.20071,24.01574,20.84106,19.77337,19.25428,0.5995507
22.60013,21.67316,21.52769,21.66734,21.86848,2.616311
22.45739,20.96173,20.7606,20.76648,20.65342,0.0003756362
18.73202,17.84299,17.51998,17.43182,17.36641,-2.394742e-05
21.43078,20.48777,20.24086,20.1773,20.26869,-0.0001609545
22.08783,21.64005,21.48675,21.46613,21.52814,1.053449
20.41567,18.51739,17.49889,17.05525,16.68914,0.1118187
23.49163,22.2704,20.65142,19.7701,19.2914,0.5518091
20.34634,18.35295,17.19424,16.7331,16.42929,0.1680458
24.39359,23.26014,21.40123,19.9597,19.54568,0.6092882
23.64984,22.25762,20.33998,19.5013,19.04071,0.4868638
22.08196,20.96079,20.6346,20.46895,20.40335,-0.0007535426
26.75388,22.7128,20.72341,19.74965,19.19353,0.5315651
22.61285,21.56845,20.41337,19.9803,19.63027,0.2778693
24.25754,21.81742,21.55951,21.52979,21.06726,1.151078
20.27236,18.63863,17.84208,17.39388,17.11642,0.1205492
24.28782,22.41286,20.71919,20.05193,19.56789,0.3963942
19.33521,18.43032,18.16742,18.06773,18.06133,-0.0005621723
19.69519,18.64854,18.24655,17.9911,17.84216,0.04220365
21.48881,20.49612,20.28394,20.13329,19.80597,0.001156415
21.56018,19.12572,17.74743,17.1709,16.76394,0.2307181
20.37276,19.20848,18.75928,18.54902,18.52984,-1.286739e-05
22.9538,22.8622,22.68517,22.2249,22.18831,1.088149
19.53598,19.16282,18.59362,17.98563,17.85844,1.754125
23.37075,22.20651,20.92985,19.68732,19.14553,0.6661636
18.67189,17.08065,16.37655,16.03237,15.86048,6.254522e-05
22.33901,22.02407,20.31669,19.39855,18.88247,0.5133569
21.12883,19.21606,18.36427,18.03948,17.83467,0.0002325796
22.35279,22.12647,21.67843,21.52227,21.27501,1.664668
17.8296,16.8407,16.53249,16.40149,16.40069,-8.091974e-07
20.4795,19.41359,19.12983,19.01669,18.93938,-0.0004698568
21.45705,21.09951,20.74089,20.82534,20.37237,-0.0008681865
22.56297,21.66621,19.91859,18.86237,18.49121,0.5014478
26.40793,23.91205,21.70617,20.33078,19.62965,0.7099161
23.22791,21.036,19.37264,18.78866,18.43091,0.3472272
23.18972,21.67578,21.73513,21.75652,21.14858,2.263449
22.99115,21.87165,20.42182,19.30952,18.87254,0.6446184
23.59614,24.74228,22.09593,20.9479,19.58309,0.9569775
26.08896,22.34001,20.45948,19.52695,19.07695,0.4713928
19.67625,18.76286,18.41867,18.3434,18.30007,0.0008248428
19.12903,17.55884,16.82044,16.51218,16.23649,0.1239003
23.08438,20.51668,18.66913,18.00982,17.66194,0.2627011
25.13262,21.38006,19.67691,18.81504,18.27821,0.0
21.22543,20.09939,19.47985,19.19495,19.03141,-0.000316206
19.94975,18.45906,17.49115,17.05296,16.69955,0.1700103
22.28103,20.74108,19.76104,18.96217,18.3928,9.127058e-05
24.21126,21.20087,19.63674,18.7303,18.11152,0.5336353
24.29643,22.00713,20.52006,19.45888,18.91608,0.5403243
18.96021,17.15726,16.21052,15.75024,15.41561,0.09428709
20.6807,18.22935,17.10638,16.67699,16.4626,-0.0001464012
25.58384,24.72278,21.58598,20.49544,19.71281,0.628139
22.4931,22.85608,21.28439,19.80781,19.09603,0.7257667
19.08392,17.12601,16.14299,15.66955,15.31277,0.08374313
20.26492,19.47482,19.19089,18.81672,18.88528,0.1106141
23.7272,22.26596,20.87837,19.80049,19.35475,0.713195
22.65984,23.74072,21.12419,20.02466,19.21446,0.6071267
20.48685,19.00607,18.44338,18.2056,18.1139,-0.0001176671
23.54429,26.02229,22.00684,20.64824,19.92486,0.9092988
20.89262,21.06605,21.00541,20.75604,20.51033,1.966014
18.45851,18.4624,18.35774,18.22315,17.93134,2.111017
19.96206,18.40546,17.77152,17.41914,17.20355,0.1116036
23.34024,21.8499,20.18389,19.38117,18.89026,0.4094019
25.78023,23.22156,22.38836,21.5628,21.01047,0.7452666
24.92962,23.48916,23.32869,21.97194,22.1947,0.76375
17.3103,16.42602,16.18681,16.08582,16.07715,-0.0001969057
22.02971,20.67262,20.51581,20.44572,20.13641,0.0001760973
25.06164,22.60836,21.31586,19.83345,19.40071,4.752479e-05
22.69358,20.6982,18.93503,18.32939,17.95412,0.3355389
23.10574,22.47255,20.76504,19.837,19.45601,0.5384417
21.4175,19.09468,17.60081,17.03386,16.66299,0.2399367
18.99783,18.09353,17.76071,17.50889,17.38161,0.09513846
22.49455,21.81499,21.6812,21.61721,20.88476,1.434382
22.71192,21.43736,19.94416,19.03961,18.63702,-0.000150348
23.34349,20.81186,18.98748,18.29611,17.77253,0.3494266
20.59243,19.11836,18.45612,18.02354,18.00578,0.1530935
26.12881,23.05348,21.35464,20.1579,19.63996,0.5800085
21.45651,20.41062,19.95731,19.82293,19.65363,0.0006135596
21.41351,20.9444,20.4096,20.39685,19.99037,1.064633
21.80007,21.47435,21.5435,21.49337,20.82874,1.935729
24.19311,22.92439,21.45407,18.85418,17.38043,0.0001462495
21.2275,19.15644,17.76549,17.27536,16.95992,0.2271389
23.45641,22.64435,21.9906,21.7827,20.36874,1.217553
22.59683,21.60192,21.32291,21.22657,20.63597,1.035549
20.00178,18.28124,17.30141,16.89811,16.53793,0.1014082
25.12887,24.6735,21.77077,20.76388,20.85797,0.9781401
24.32647,23.16088,21.35538,20.36712,19.68588,0.5860783
19.21592,17.88338,17.16078,16.73966,16.45658,0.119934
22.23242,21.17339,20.0769,19.21175,18.82036,0.4996786
26.01231,21.82433,20.04953,19.25764,18.78919,0.4788725
20.37269,19.20401,18.71078,18.51061,18.37417,0.0004628438
19.73976,18.468,17.56019,17.10438,16.83538,0.1858167
23.5712,22.18169,20.71653,19.76331,19.15714,0.6134546
22.58168,22.5486,20.70723,19.67472,19.22386,0.5748122
18.18888,17.72041,15.91854,15.12869,14.74909,1.695582e-05
21.06523,18.82469,17.35305,16.7941,16.40459,0.2141474
24.04349,21.50435,19.97909,17.74902,16.57394,-8.277505e-05
23.71197,21.54277,21.23761,21.28361,20.55767,1.452208
20.95566,19.31615,18.31163,17.83939,17.47862,0.1606277
23.51136,22.05871,20.74527,20.14859,19.70844,0.4111855
22.69639,22.77773,22.2899,21.44226,20.85732,0.8248074
21.79724,20.30043,18.71901,18.08954,17.73094,0.3084677
20.52643,19.91655,19.78956,19.71549,19.52388,2.651439
24.44126,22.82917,21.17596,20.20389,20.20415,0.4900436
23.48737,21.96827,20.35995,19.27153,18.72492,0.5792487
21.94491,21.6809,21.26695,21.25018,21.08428,1.150671
20.49805,18.34832,17.30696,16.85775,16.49574,0.1240813
20.43146,18.82505,18.14428,17.84502,17.70999,-0.0003827214
23.64501,22.37799,20.87754,19.84086,19.22478,0.5739518
24.32324,22.25655,20.72832,20.82085,20.65695,3.794306
25.82233,23.26075,21.45178,20.27616,19.54791,0.5551893
24.35649,20.18234,18.43958,17.76352,17.39862,0.365234
19.88532,17.60513,16.53213,16.12537,15.89323,0.0001257181
20.93936,20.79265,20.54889,20.50219,20.28008,1.055096
23.80096,23.07126,22.18613,21.2548,20.70962,4.111548
22.00527,19.64943,18.40231,17.92047,18.43563,-1.172911e-05
25.45859,21.02703,19.17672,18.50529,18.15616,0.3582019
20.16175,18.26523,17.26067,16.78589,16.45453,0.1354813
20.95326,20.96633,20.6962,20.63146,20.53492,1.328463
19.58828,19.28585,19.29325,19.39044,19.1714,0.8145283
20.56944,20.55979,20.63203,20.39541,20.43336,1.783002
18.61828,16.70477,15.97617,15.72195,15.61608,-0.0001040243
21.22253,18.61669,17.59665,17.10328,16.7349,0.1396596
24.13411,21.4283,20.78835,20.54704,20.48754,0.0004583289
25.3366,22.12835,20.22964,19.51147,19.1065,0.3993635
25.20543,23.90943,22.35902,20.78186,20.01597,-0.0001263392
24.91814,22.16315,21.45009,20.82489,20.60129,0.6649171
20.83704,20.69697,20.55854,20.68204,20.22971,0.9163172
18.13557,16.6873,15.91866,15.45067,15.15675,0.05868183
25.1444,22.24196,20.59213,19.56918,19.08057,0.5246236
21.43891,20.26107,19.03644,18.53165,18.23419,0.3188817
15.14998,13.13317,12.7601,12.67857,13.58098,-7.956563e-05
23.9471,22.61706,21.17204,19.95485,19.6221,0.6586917
19.09268,18.64812,18.18648,18.03621,17.98576,1.179824
15.9212,16.25174,16.7149,17.05388,17.34629,-0.0005664774
20.32845,19.4245,19.06592,18.87761,18.87157,0.0001648475
19.7449,17.91527,17.02135,16.60659,16.29764,0.07598878
19.575,18.13698,17.42985,16.96091,16.63759,0.05372458
21.25237,19.17212,18.06594,17.57479,17.17319,0.1327833
23.24127,22.29944,20.78147,19.78533,19.42082,0.5498059
22.86182,22.0391,21.90838,21.72636,21.15261,2.213255
19.57111,18.77006,18.41491,18.34184,18.33909,0.001423507
20.89034,20.71673,20.52395,20.54211,20.47751,2.170438
22.75286,21.94285,20.37565,19.59179,19.04984,0.4349745
22.17338,20.80775,18.9796,18.36891,17.9137,0.317576
25.1283,24.51356,21.82181,20.63614,19.96545,0.8644847
23.27722,22.17526,20.71485,19.79617,19.65665,0.4885139
21.50098,19.34604,17.8122,17.24148,16.8399,0.2658357
20.69623,18.9342,17.88174,17.27801,16.83904,0.1023358
20.08007,18.46663,17.23908,16.73468,16.38255,0.246092
21.60786,20.76596,20.56138,20.54549,20.18036,2.569665
22.87503,20.69744,18.84546,18.14046,17.80736,0.3913172
18.67503,16.98232,16.12662,15.67978,15.38163,0.05923134
20.42681,18.45641,17.48401,17.06707,16.69632,0.09988266
24.84902,24.50405,22.21404,21.00411,19.90839,0.8475521
22.45302,21.55706,21.53342,21.71524,20.81166,2.358925
24.61153,21.87774,20.3331,19.35772,18.88293,-0.0001452657
21.78813,20.97499,20.84041,20.76194,20.28851,2.210798
18.46167,18.24839,17.85327,17.69032,17.36323,0.2709907
22.1581,22.10067,20.38743,19.46618,19.0219,0.5170934
19.11582,17.74567,17.05652,16.54485,16.41245,0.08099894
24.43166,21.73553,21.4306,21.26638,20.74545,-9.851682e-05
20.996,20.70713,20.70018,20.7492,20.33315,2.465354
21.23307,18.75879,17.36758,15.85908,15.06255,-0.0001160145
21.46633,19.12706,17.61099,16.78624,16.3192,-6.278472e-05
18.84894,17.47678,16.79797,16.39138,16.14228,0.08113053
22.03255,22.60675,20.89767,19.86247,19.43601,0.6582513
24.74049,23.21978,21.37965,20.30702,19.5547,0.6244039
25.39985,24.57401,22.033,22.2282,21.62295,0.8103313
14.59371,13.24162,12.64922,12.32086,12.18811,0.004828318
20.1254,18.26601,17.29892,16.89107,16.54559,0.1085209
22.57378,21.4264,19.55155,18.75569,18.28926,0.4636401
24.63451,21.16313,20.96874,20.76135,20.73099,3.3263
23.60797,22.3009,20.94053,19.77328,19.28621,0.6685107
24.72608,24.48116,21.81441,20.58969,19.71936,-2.989534e-05
23.84148,21.7226,20.9417,20.70103,20.50329,-4.009166e-05
20.4002,19.47552,18.88309,18.46117,18.29379,0.1393329
23.06096,21.94186,20.56146,19.61211,19.08517,0.4974943
23.24809,22.01127,20.21251,19.17541,18.78501,0.5867041
23.38088,21.6873,21.59209,21.5181,21.47461,-6.907919e-05
25.80171,22.32028,20.62107,19.67717,19.19965,0.4952803
22.77314,21.62315,21.49762,20.98684,20.59287,0.4504
24.48699,21.67394,21.55543,21.72884,21.32099,1.065148
19.36052,18.32777,17.70801,17.35409,17.20617,0.1224719
25.59776,23.94328,20.8541,19.42609,19.04972,0.7221767
22.3624,20.53518,18.77831,18.0844,17.73972,0.4067132
22.29914,22.51274,21.77274,21.42307,20.93941,0.8202436
20.40263,18.1272,17.21407,16.90025,16.71193,-0.0002548927
22.25557,22.13057,21.7536,20.80799,20.39349,0.6939387
20.79171,18.78279,17.75193,17.32332,16.90386,0.1260595
26.53613,20.9709,20.31847,19.277,19.533,-0.0005320102
20.20535,18.61753,17.41085,16.87368,16.54012,0.2126714
24.65852,22.63688,20.72602,19.80596,19.29054,0.545723
26.71509,21.9806,20.35253,19.45875,19.00494,0.4684837
22.89446,22.1062,20.41151,19.57179,18.95198,0.4706252
19.9491,18.47068,17.81017,17.54934,17.39373,-0.0003272252
22.69998,23.1281,22.03231,20.67586,19.88454,0.7604796
17.03163,15.19285,14.39746,14.00671,13.70181,0.04334218
25.31353,22.5022,20.81343,19.88852,19.52042,0.481521
23.15055,21.18901,20.08355,19.32303,18.98441,0.2578593
20.45898,18.38556,17.25377,16.78768,16.46154,0.1475236
17.89063,16.96331,16.69298,16.59189,16.55039,6.972601e-05
23.18475,23.61978,22.50235,20.00496,19.52239,0.5245699
20.00108,20.00286,19.68625,19.90319,19.47744,0.9662185
21.75268,21.66969,21.44195,21.21623,20.78177,1.132714
20.44772,18.91457,18.25862,17.9913,17.87342,0.0001428594
23.62615,22.0788,20.69353,19.71074,19.12479,0.6316909
19.75819,18.799,18.43642,18.2923,18.29266,-0.0007161569
21.95581,19.47688,18.01711,16.86803,16.23408,1.345691e-05
19.09393,18.07556,17.68377,17.51615,17.43689,-7.418475e-05
23.06116,22.96584,21.64589,20.58809,19.90169,0.5729961
20.2079,18.2743,17.20147,16.7513,16.37405,0.1354661
18.66323,17.36058,16.65231,16.23935,15.97398,0.1148893
22.18599,26.1456,22.72582,21.28672,19.43863,5.528544
17.07708,16.0924,15.81862,15.72941,15.69766,-0.0004810344
19.40129,18.32381,17.86367,17.5551,17.41437,0.06558006
24.06423,24.32308,22.52876,21.61749,20.86131,1.177199
23.26447,25.00123,21.85332,20.73015,19.91748,0.612516
22.22953,22.14915,20.72559,19.54831,18.90293,0.674179
25.10422,22.96829,24.03167,21.83537,22.05432,0.72848
19.23125,17.90776,17.29347,17.04284,16.92119,-0.0002180894
22.04649,21.62566,21.83003,21.41195,21.80185,0.06641371
23.03993,21.34218,20.31846,19.8296,19.50843,-7.428358e-05
26.17148,24.81869,22.75404,21.09326,19.96233,-7.737017e-05
21.85634,20.4546,20.1982,20.20703,20.1178,-0.0002906935
22.02702,22.06405,20.30823,19.46105,19.12565,0.401438
21.22647,21.24828,21.00898,20.89233,20.95224,1.064799
26.26976,19.89845,18.18186,17.56333,17.19991,0.3376262
20.0501,18.32718,17.41256,16.94658,16.62573,0.1136748
23.74248,23.67387,21.73308,20.81724,19.90077,0.7824289
21.58366,20.45338,20.11271,20.00375,19.94947,0.000141187
20.82487,18.56504,17.40155,16.90937,16.56616,0.1583446
21.89406,22.10502,21.73796,21.26604,21.83563,1.281648
22.58958,22.60102,21.76983,21.39628,20.71769,0.966345
20.67463,18.32611,16.92488,16.41394,16.03044,0.2228198
26.27238,23.42471,20.83152,19.56608,18.93481,0.6573358
25.3349,21.36772,19.47916,18.6667,18.21045,0.4609308
21.42412,20.62364,19.89986,19.65401,19.36435,0.8251913
18.36647,16.35873,15.44383,14.98239,14.62684,0.04678648
20.66635,18.45923,17.45936,17.07733,16.85773,-7.311188e-05
21.368,21.12974,21.07821,20.73008,20.50231,1.774746
19.70442,18.39405,17.82174,17.46391,17.25863,0.03949921
20.22657,18.28436,17.17474,16.72762,16.35942,0.1535864
23.52702,24.4059,22.40181,21.22758,20.00923,0.001968144
20.73746,19.72551,19.34138,19.20346,19.20367,4.570444e-05
26.25699,21.8354,20.26366,19.3344,18.8669,0.4684705
21.04229,20.01497,19.46519,19.1742,19.08391,0.1740554
19.35946,17.99953,17.20059,16.78453,16.53702,0.1347883
19.59415,17.95883,17.25208,16.95268,16.80576,-0.0001957862
22.05355,20.95916,20.67973,20.52839,20.21196,0.0009347054
20.8323,19.1519,17.98667,17.38638,17.05515,0.1980256
20.11463,18.13564,16.97101,16.5193,16.16457,0.1529068
21.83619,22.01902,21.73466,21.59601,21.4,1.245996
20.92287,18.8947,17.64981,17.14594,16.80604,0.2065872
21.49686,21.56711,21.24418,21.40242,20.8636,1.410828
24.51279,22.45734,20.67958,19.80697,19.57705,0.4994897
24.78037,22.87988,21.25211,19.1691,18.05371,-4.063403e-07
21.95224,20.30375,18.72051,18.12769,17.77075,0.354404
20.44593,18.5393,17.57799,17.16859,16.82794,0.1129874
20.2168,19.97318,19.67583,19.45427,19.49827,1.473436
19.50317,19.34967,19.3276,19.38672,19.32571,0.7854261
22.69966,22.40162,21.74685,21.41866,21.73376,1.082349
18.06481,16.9116,16.36622,16.01916,15.85811,0.05400636
17.62128,16.30024,15.70365,15.44371,15.3272,4.296133e-06
23.741,22.18514,21.62507,21.55929,21.74636,0.3021886
20.14969,20.05466,20.3258,20.61367,20.9416,-0.0001521942
21.22266,18.71479,17.68428,17.21531,16.88717,0.1408574
23.16245,22.92633,22.47042,21.76428,21.40201,0.8577548
23.42961,21.8178,21.62566,21.37153,20.99022,-0.0004494673
26.07199,22.22992,20.74382,19.85009,19.32511,0.5745841
24.23275,22.88457,22.62873,21.81886,21.504,0.594808
22.41514,21.49912,20.42409,19.38086,19.03653,0.7252103
23.73444,22.12183,21.83187,21.7446,21.39698,0.806166
19.7947,19.52147,19.40443,19.25094,19.07117,0.7091044
17.20667,15.34576,14.46219,14.02683,13.71637,0.04707341
22.63632,22.39639,21.6348,20.75653,20.12702,0.795137
20.14935,18.93176,18.21314,17.80356,17.55937,0.1696015
24.42236,22.1222,20.65136,19.55782,19.07609,0.6476853
20.41234,18.60718,17.48714,17.03697,16.67206,0.1544505
19.63373,18.00346,17.38447,17.14874,17.01695,-8.36864e-07
21.18676,20.76803,20.47278,20.07887,19.77814,0.4755253
21.08084,20.46692,20.37697,20.33504,20.06218,2.488199
21.74632,20.51685,19.21725,18.66275,18.31693,0.3042104
20.00817,18.91353,18.65555,21.43979,19.50072,0.0002277353
22.17377,22.8001,22.00948,20.67164,19.87525,0.7002861
19.65831,19.44047,19.28055,19.1345,19.11771,1.435253
17.6707,16.74593,16.44862,16.33895,16.31479,-0.000375896
23.08548,21.21302,19.36865,18.73376,18.39452,0.3572446
21.31909,21.06343,20.68092,20.4604,20.41184,1.492807
22.29331,20.63625,18.87167,18.08944,17.66441,0.4356045
22.18339,19.09896,17.69873,17.11636,16.82134,0.1761262
21.27107,21.49701,21.13521,20.95688,20.84448,1.424912
20.21564,19.0737,18.62513,18.46788,18.41556,0.0002041439
22.70119,20.18275,18.80699,17.73188,17.1295,-0.0001891752
24.72499,22.5027,22.30844,21.39596,22.12706,0.6917407
22.72774,22.71549,22.1504,21.41261,21.15589,0.8240306
19.79686,17.75688,16.74641,16.29966,15.94241,0.1145592
21.95172,21.99466,22.07126,21.60255,21.34862,1.713042
24.33904,22.60577,20.85472,19.8651,19.28115,0.5561592
22.69529,21.59154,20.26207,19.29814,18.96625,0.53177
21.24228,20.04846,19.56128,19.30227,19.28287,1.511179e-06
21.49486,21.45713,21.66049,21.49366,21.34427,1.902699
23.46315,21.22484,19.47983,18.67321,18.2308,0.4316875
20.044,19.2343,18.93328,18.84114,18.79067,-0.0005294068
23.67145,22.20671,20.4053,19.57784,19.11864,0.4989398
22.90396,22.63563,20.5299,19.39909,18.74517,0.6914921
20.98165,19.86925,18.36837,17.72631,17.24488,0.1576227
25.91791,22.10148,21.59065,20.96538,20.83858,1.473098
21.71304,22.6019,22.28768,21.11792,21.78758,0.8305749
20.65777,19.44659,19.14593,19.02282,18.87023,2.655354
23.57934,23.04836,21.00392,19.94709,19.49883,0.5758508
20.47913,20.38782,20.07872,20.09349,20.18022,1.117274
24.04658,21.03073,19.56216,18.62033,18.11764,7.317459e-05
21.26876,20.08277,19.58269,19.34176,19.27302,-0.0007499626
24.13953,22.71172,22.47017,21.98651,21.51593,1.125011
22.42498,22.00683,20.27566,19.39878,19.07813,0.4940899
19.27506,17.35725,16.45672,16.03069,15.69911,0.08154678
24.27726,21.5753,21.08684,20.90572,21.09406,0.0001051123
26.69183,22.29489,20.67057,19.68155,19.17862,0.5182462
21.66547,21.43322,20.90938,20.74108,20.82594,1.312406
21.25987,20.64798,20.54574,20.42707,20.21521,2.342236
